date,num,exchange_code_list
20231031,247,"['603721', '002640', '002786', '000628', '002313', '600520', '002888', '002952', '603767', '002031', '600610', '600203', '002771', '603803', '600410', '002889', '002178', '002725', '000670', '603516', '002892', '002253', '002682', '002527', '600322', '600630', '605577', '002896', '605588', '003021', '603390', '600239', '002281', '002757', '603662', '603153', '002596', '600619', '603985', '002657', '603015', '603533', '600545', '002981', '002292', '002976', '002343', '002232', '603266', '001319', '603679', '600105', '002238', '600895', '603335', '603729', '002729', '002827', '600775', '000609', '002316', '603863', '002962', '600501', '002931', '603629', '003007', '002137', '000656', '002576', '002123', '600592', '600186', '603037', '001300', '002456', '000676', '603219', '002356', '603322', '002277', '603009', '600119', '603528', '603929', '603108', '000638', '603061', '600792', '000818', '000550', '603332', '603488', '002009', '000917', '002387', '002388', '001380', '002748', '603283', '603048', '002045', '603085', '001266', '002963', '002977', '603768', '000829', '001896', '002068', '603890', '000555', '002898', '002361', '000868', '002793', '603327', '002580', '600130', '000838', '003040', '600468', '603127', '603788', '600006', '301368', '603238', '002119', '002845', '603101', '000021', '002201', '002755', '600189', '002965', '000025', '002162', '600418', '002457', '000570', '603236', '000631', '600675', '603130', '002886', '003020', '300210', '600853', '002750', '002790', '600200', '603158', '603163', '002901', '002436', '002519', '000034', '600335', '605319', '603119', '600133', '603003', '300063', '600129', '603282', '600745', '002437', '603111', '603089', '002850', '002812', '603706', '600423', '002518', '000541', '000530', '001238', '002476', '600641', '300846', '002791', '002773', '301091', '002671', '003039', '002151', '301289', '300337', '300291', '301387', '603026', '002505', '605288', '002484', '300709', '300250', '300426', '002345', '603290', '300042', '603998', '605007', '002991', '301151', '605338', '605318', '001367', '300123', '603075', '002273', '600422', '300342', '300503', '002444', '000762', '300269', '002940', '603456', '603309', '603982', '301201', '603338', '600846', '603408', '002557', '002753', '300782', '600612', '002810', '600435', '600062', '300375', '603057', '300966', '000800', '300630', '002011', '300262', '002332', '002454', '300350', '301131', '605116', '600563', '603689', '002020', '002262']"
20231101,258,"['603721', '002640', '002786', '000628', '002313', '600520', '002888', '002952', '002122', '603767', '002031', '000793', '002995', '600610', '600203', '603803', '600410', '002889', '002178', '002725', '000670', '603516', '002892', '002682', '002527', '601595', '600322', '600630', '605577', '002896', '605588', '003021', '603390', '600239', '002757', '603662', '603153', '002596', '600619', '603985', '002657', '601127', '603015', '605277', '603533', '600545', '002981', '002292', '002976', '000712', '002343', '002232', '603266', '001319', '002819', '600105', '002238', '600895', '603335', '603729', '002729', '002827', '000609', '000892', '603863', '002962', '002291', '600501', '002931', '603629', '003007', '002137', '000656', '002576', '002123', '600592', '600186', '603037', '001300', '002919', '002456', '000676', '603219', '002356', '603322', '002277', '603009', '600119', '603528', '603929', '603108', '000638', '603061', '600792', '002590', '000818', '001269', '000550', '603332', '603488', '002009', '000917', '002387', '002388', '001380', '002748', '600159', '603283', '603048', '002045', '603085', '001266', '002963', '002222', '002977', '000829', '601099', '002068', '000070', '603890', '002898', '000868', '002793', '603327', '002580', '600130', '603305', '000838', '003040', '600468', '603127', '603788', '600006', '301368', '603238', '002119', '002845', '603101', '000021', '000955', '002600', '002201', '002755', '603360', '600189', '000025', '002162', '600418', '002457', '000570', '000631', '600675', '603686', '003020', '300364', '300210', '002750', '002790', '600200', '603158', '603163', '002901', '002436', '002519', '000034', '600335', '605319', '603119', '600133', '603003', '300063', '601901', '600129', '603282', '002885', '002437', '603111', '603089', '002850', '002812', '603706', '600423', '002518', '000530', '001238', '002476', '600641', '600114', '300846', '002791', '002773', '301091', '601456', '002671', '002151', '301289', '300337', '300291', '301387', '603026', '002505', '000413', '605288', '001308', '002555', '002484', '300709', '300426', '603380', '002345', '603290', '300042', '000828', '603998', '605007', '301151', '300280', '605338', '605318', '001367', '300123', '603075', '002273', '600422', '300503', '002444', '000762', '300269', '002940', '603456', '603309', '603982', '301201', '603338', '600846', '603408', '002557', '002753', '300782', '600612', '002810', '600435', '600062', '300375', '603057', '300966', '300878', '000800', '300630', '301321', '002011', '002454', '300350', '605116', '600563', '603689', '002020', '002262']"
20231102,230,"['002229', '603721', '002640', '002786', '000628', '002313', '600520', '000056', '002888', '002122', '603767', '002031', '000793', '002995', '600610', '600203', '605218', '603803', '600410', '002889', '002178', '002725', '000670', '002892', '002682', '002527', '601595', '600322', '600630', '605577', '002896', '003021', '603390', '600239', '002757', '603662', '000815', '603153', '002596', '600619', '603985', '601127', '003015', '603015', '605277', '603667', '603533', '600545', '002981', '002292', '002976', '000712', '002343', '002232', '600679', '603266', '002819', '600105', '002712', '002238', '603729', '002729', '000609', '000892', '002962', '002291', '600501', '002931', '603629', '003007', '002055', '002137', '000656', '600692', '002576', '002123', '603220', '600892', '600592', '600186', '603037', '002919', '002456', '000676', '002356', '603322', '002277', '600119', '603528', '603929', '603108', '000638', '603061', '600792', '002590', '000677', '001269', '603332', '603488', '002009', '000917', '002387', '001380', '600159', '002692', '603283', '603048', '002045', '001266', '605255', '002963', '002222', '002977', '000829', '601099', '000070', '002988', '603890', '002898', '603327', '600130', '603305', '000838', '003040', '600468', '600006', '301368', '603238', '002119', '002845', '603101', '000021', '603726', '000955', '002600', '002201', '002755', '603360', '002615', '600816', '600189', '002162', '002457', '000570', '600675', '603686', '003020', '300364', '300210', '002750', '002790', '600200', '603158', '603163', '002436', '002519', '000034', '600335', '605319', '600133', '603003', '300063', '601901', '603282', '002885', '002437', '603111', '603089', '603050', '600331', '603706', '600423', '002518', '001238', '002476', '301202', '600641', '600114', '300846', '301091', '601456', '002151', '301289', '300337', '300291', '301387', '002505', '000413', '605288', '001308', '002555', '002484', '300709', '300502', '300608', '300426', '603380', '603290', '300042', '000828', '000026', '300280', '605318', '001367', '002273', '600360', '300503', '300269', '002940', '603456', '603982', '603338', '600846', '603408', '002753', '300782', '002810', '600435', '600222', '300966', '300878', '301321', '002454', '300350', '300507', '300951', '605116', '600563', '603689', '002020']"
20231103,211,"['002229', '002693', '603721', '002640', '002786', '002855', '000628', '002313', '600520', '000056', '002888', '002122', '603767', '002031', '000793', '002995', '600203', '605218', '603803', '002889', '002725', '000670', '600839', '002892', '002682', '002527', '601595', '600322', '600630', '605577', '000520', '002896', '603991', '603390', '600239', '603662', '000815', '603153', '002596', '600619', '603985', '002657', '601127', '003015', '603015', '605277', '603667', '603533', '600545', '002981', '002292', '002976', '000712', '002343', '600679', '603266', '002819', '600105', '002712', '002238', '603729', '002584', '002729', '000609', '000892', '002291', '002931', '603779', '002055', '600692', '002576', '603220', '600892', '600592', '603037', '002919', '600860', '002456', '000676', '002356', '603322', '002277', '600119', '603528', '603929', '605258', '603061', '600792', '002590', '000677', '001269', '603488', '002009', '000917', '002387', '001380', '600159', '002692', '603048', '001266', '603215', '605255', '002963', '002222', '002977', '000829', '601099', '000070', '002988', '603890', '002898', '600130', '603305', '000838', '003040', '600468', '600006', '301368', '603238', '600565', '000925', '002119', '002845', '000021', '603726', '000955', '002600', '002201', '603360', '002615', '600816', '600189', '002162', '000570', '000802', '603686', '003020', '300364', '603357', '300210', '600470', '002750', '600200', '603158', '603163', '301297', '600335', '605319', '600071', '600133', '603003', '300063', '601901', '002885', '002437', '603111', '603089', '603050', '600716', '600331', '603706', '002518', '001238', '002476', '301202', '600641', '600114', '301091', '601456', '002151', '301289', '300337', '300291', '002505', '000413', '605288', '001308', '002555', '300554', '600805', '300502', '300608', '300426', '603380', '300047', '603290', '300042', '000828', '000026', '300280', '002136', '605318', '001367', '600962', '600360', '300277', '300503', '300269', '603982', '002810', '600222', '300966', '300878', '300429', '301321', '601928', '002454', '300507', '300951', '605116', '002020']"
20231106,207,"['002229', '002693', '603721', '002786', '002855', '000628', '002313', '000004', '600520', '000056', '002888', '002122', '603767', '002031', '000793', '002995', '600203', '605218', '603803', '002889', '000670', '605069', '600839', '002892', '600506', '603496', '002682', '002527', '601595', '600630', '605577', '000520', '600178', '002896', '603991', '001314', '603390', '603662', '000815', '603153', '600619', '603985', '002657', '601127', '003015', '603015', '605277', '603667', '603533', '600545', '002981', '002292', '002976', '000712', '002343', '600679', '603266', '002819', '600105', '002712', '002238', '002173', '603729', '002584', '002729', '000609', '000892', '002291', '002931', '603779', '002055', '600692', '002576', '603220', '600892', '600592', '603037', '002919', '600860', '002456', '002865', '000676', '002356', '002406', '603322', '002277', '600119', '603528', '603929', '603108', '605258', '603061', '600792', '002590', '000677', '001269', '603488', '002009', '000917', '002387', '001380', '600159', '002692', '603048', '001266', '603215', '605255', '002963', '002222', '000829', '603320', '601099', '000070', '600310', '002988', '603890', '000977', '002898', '600130', '603305', '003040', '600468', '600006', '301368', '600565', '601022', '000925', '002119', '002845', '603726', '000955', '002600', '002201', '603360', '002615', '600816', '000570', '000802', '603686', '003020', '300637', '300364', '601133', '603357', '300210', '600470', '603158', '603163', '301297', '600335', '605319', '600071', '603003', '300063', '601901', '002885', '603089', '603050', '600716', '600331', '603706', '002518', '001238', '002476', '301202', '600641', '600114', '301091', '601456', '002151', '301289', '300337', '300291', '002505', '000413', '001308', '002555', '300554', '600805', '300502', '300608', '300426', '603380', '300047', '603290', '300042', '000828', '000026', '300280', '002136', '001367', '600962', '600360', '603150', '300277', '300503', '603982', '002810', '600222', '300878', '300429', '301321', '601928', '002454', '300507', '300951', '002020']"
20231107,207,"['002229', '002693', '603721', '002786', '002855', '000628', '002313', '000004', '600520', '001298', '000056', '002888', '002122', '603767', '002031', '000793', '002995', '605218', '002889', '605069', '600839', '002892', '600506', '603496', '002682', '002527', '601595', '600630', '605577', '002667', '000520', '600178', '002896', '603991', '001314', '603390', '603662', '000815', '603153', '600619', '603985', '002657', '601127', '003015', '603015', '605277', '603667', '603533', '002981', '002292', '002976', '000712', '002343', '600679', '603266', '002819', '002712', '002238', '002173', '603729', '002584', '002729', '000609', '000892', '002291', '002931', '603779', '002055', '000572', '600692', '002576', '603220', '600892', '600592', '603037', '001300', '002919', '600860', '002456', '605086', '002865', '000676', '603778', '002406', '002277', '600119', '603528', '603929', '603108', '605258', '603061', '600792', '002590', '000677', '001269', '603488', '603273', '002660', '002009', '000917', '002387', '600159', '002692', '001266', '603215', '605255', '002963', '002222', '000829', '603320', '601099', '000070', '600310', '002988', '603890', '000977', '002898', '002824', '002676', '600130', '603305', '003040', '600006', '301368', '600565', '601022', '000925', '002119', '002845', '603726', '000955', '002600', '603360', '002615', '600816', '000570', '000802', '603686', '300637', '300364', '601133', '603357', '300210', '600470', '603158', '603163', '301297', '600335', '605319', '600071', '600185', '603003', '300063', '601901', '002885', '603089', '603050', '600716', '600331', '603706', '002518', '001238', '301202', '600641', '600114', '301091', '601456', '002151', '300337', '300291', '300184', '002505', '000413', '001308', '002555', '300554', '600805', '300502', '601515', '300608', '300426', '603380', '300047', '603290', '300042', '000828', '000026', '300280', '002136', '001367', '600962', '600360', '603150', '300277', '300503', '000593', '600222', '300878', '300429', '301321', '002263', '601928', '300507', '300951', '605050', '002020', '002727']"
20231108,219,"['002229', '002693', '603721', '002786', '002855', '000628', '002313', '000004', '603918', '600520', '001298', '000056', '002888', '002122', '603767', '002031', '002599', '000793', '002995', '605218', '002889', '605069', '600839', '002892', '600506', '603496', '002682', '002527', '601595', '600630', '002667', '000520', '600178', '002896', '603991', '001314', '603390', '600239', '002777', '002757', '603662', '002512', '000815', '603153', '600619', '603985', '002657', '601127', '003015', '603015', '605277', '603667', '603533', '002981', '000712', '600679', '603266', '002819', '002193', '002712', '002238', '002173', '603335', '603729', '002584', '002729', '000892', '002291', '002931', '003032', '603779', '002055', '000572', '600692', '002576', '603220', '600892', '600592', '603037', '000936', '001300', '002919', '600860', '002456', '605086', '002865', '603778', '002406', '002277', '603009', '600119', '603528', '603929', '603108', '605258', '600326', '603061', '600792', '002590', '000503', '002593', '000677', '001269', '600844', '603488', '603273', '002660', '002009', '002387', '605180', '600159', '603388', '002692', '002181', '001266', '001368', '603215', '605255', '002963', '002222', '000829', '603320', '601099', '000070', '600310', '002988', '603890', '000977', '000908', '002824', '002676', '600130', '603305', '301368', '600565', '601022', '000925', '002119', '002845', '603726', '000955', '002600', '603360', '002615', '600816', '000802', '603686', '001206', '300637', '300364', '601133', '603357', '300210', '600470', '603158', '603163', '600316', '301297', '605319', '600071', '600185', '603003', '300063', '601901', '002885', '603089', '603050', '600716', '600331', '603706', '002518', '603162', '001238', '301202', '600641', '600114', '002413', '601456', '002151', '300337', '300184', '603926', '000413', '001308', '002555', '301236', '300554', '600805', '301448', '300502', '601515', '300608', '300426', '603380', '603073', '300047', '603290', '300042', '000828', '000026', '300280', '002136', '001367', '600962', '600360', '603150', '300277', '300503', '000593', '600222', '300878', '300429', '301321', '002263', '601928', '300507', '300951', '605050', '002727']"
20231109,209,"['002229', '002693', '000536', '603721', '002786', '002855', '000628', '002313', '000004', '603918', '600520', '001298', '000056', '002122', '002031', '002599', '000793', '002995', '605218', '002654', '002889', '002178', '605069', '600839', '600506', '603496', '002682', '601595', '600630', '000766', '002667', '000520', '600178', '603991', '001314', '603390', '600239', '002777', '002757', '002512', '000815', '003029', '600619', '603985', '002657', '601127', '003015', '605277', '603667', '603533', '002981', '000712', '600679', '603266', '002819', '002193', '002712', '002238', '002173', '603335', '603729', '002584', '600775', '000892', '002291', '002931', '003032', '603779', '002055', '000572', '600692', '603220', '600892', '603002', '600592', '603037', '000936', '001300', '002919', '600860', '605086', '600126', '002865', '002881', '603778', '002406', '002277', '603009', '600119', '603528', '603929', '603108', '605258', '600817', '600326', '600792', '002590', '000503', '002593', '000677', '001269', '000550', '600844', '600246', '603273', '002660', '002387', '605180', '002908', '600159', '603388', '002692', '002181', '001368', '603215', '605255', '002222', '000829', '603320', '601099', '000070', '600310', '002988', '603890', '000977', '000908', '002824', '002676', '603305', '600565', '601022', '000925', '002845', '603726', '000955', '002600', '603360', '002615', '600816', '000802', '603307', '603686', '001206', '300637', '300364', '601133', '603357', '300210', '600470', '603158', '600316', '301297', '605319', '600071', '600185', '603003', '300063', '601901', '002885', '603050', '600716', '600331', '603706', '603162', '001238', '301202', '600641', '600114', '002413', '601456', '300337', '300184', '603926', '000413', '001308', '002555', '301236', '300554', '600805', '301448', '300502', '603687', '603701', '601515', '300608', '300426', '603380', '603073', '300047', '000828', '000026', '300280', '002136', '600962', '600360', '603150', '300277', '000593', '300609', '600222', '300878', '300429', '301321', '002263', '601928', '300507', '300951', '605050', '002727']"
20231110,207,"['002229', '002693', '000536', '002786', '002855', '000628', '002313', '000004', '603918', '600520', '001298', '000056', '002599', '600610', '605218', '002654', '002889', '002178', '002725', '605069', '600839', '603516', '600506', '603496', '002682', '600630', '000766', '002667', '000520', '600178', '603991', '001314', '603390', '600239', '002777', '002757', '603662', '002512', '000815', '003029', '600619', '603985', '002657', '003015', '603667', '002577', '603533', '002981', '002232', '600679', '603266', '001319', '002193', '603679', '002712', '002238', '002173', '603335', '603729', '002584', '600775', '002882', '000892', '002931', '003032', '603779', '002055', '000572', '600692', '603220', '600892', '603002', '600592', '603037', '000936', '001300', '600860', '605086', '600126', '002865', '002881', '603778', '600753', '002406', '605133', '603009', '600119', '603528', '603929', '603108', '605258', '600817', '600326', '600792', '000503', '002593', '000677', '000550', '600844', '600246', '603273', '002660', '605180', '002908', '603388', '002692', '002181', '603283', '001368', '603215', '605255', '600986', '002222', '603768', '000829', '603320', '600310', '002988', '000977', '000908', '002824', '002329', '002676', '600130', '603305', '603315', '600565', '601022', '000925', '002845', '002920', '603726', '002615', '600816', '600476', '002150', '000802', '603307', '001206', '603636', '300637', '300364', '601133', '603357', '300210', '600470', '603158', '002363', '600316', '301297', '600071', '600185', '603003', '300063', '601901', '002658', '603050', '600716', '002218', '600331', '603706', '000546', '603162', '001238', '301202', '600641', '002413', '300093', '300184', '603926', '301236', '300554', '000155', '600805', '301448', '300502', '603687', '603701', '601515', '300608', '300426', '603380', '603073', '300047', '000828', '000026', '002136', '600962', '600360', '301139', '603150', '300277', '300173', '000593', '300609', '002141', '600222', '300429', '300707', '002263', '601928', '300507', '300951', '603995', '605050', '300811', '002727']"
20231113,194,"['002693', '000536', '002786', '002855', '000004', '603598', '603918', '600520', '001298', '000056', '002599', '600610', '605218', '002771', '002654', '002103', '002178', '002725', '605069', '600839', '603516', '600506', '603496', '002682', '600630', '000766', '002667', '000520', '600178', '603991', '001314', '603390', '600239', '002777', '002757', '603662', '002512', '002400', '003029', '603773', '600619', '002657', '002577', '603533', '002232', '600679', '001319', '002193', '603679', '002238', '002173', '603335', '603729', '002584', '601858', '600775', '002882', '000892', '002291', '002931', '003032', '603779', '003007', '000572', '603002', '600592', '603037', '000936', '001300', '600860', '605086', '600126', '002865', '002881', '603778', '600753', '002406', '605133', '603009', '600119', '603528', '603929', '603108', '605258', '600817', '603838', '002559', '600326', '600792', '000503', '002593', '000550', '600844', '600246', '603273', '002660', '605180', '600327', '002908', '603388', '002692', '002181', '603283', '001368', '603215', '605255', '600986', '002222', '603768', '000829', '603320', '600310', '002988', '000977', '000908', '002824', '002329', '002676', '600130', '603315', '600565', '601022', '000925', '002845', '002920', '603726', '600476', '002150', '002947', '000802', '603307', '001206', '603636', '300637', '300364', '601133', '603357', '600470', '603158', '002363', '600316', '300242', '301297', '002239', '600738', '600071', '600185', '603003', '002658', '600716', '002218', '603706', '000546', '603162', '600641', '002413', '300788', '300093', '002822', '300184', '603926', '301236', '300554', '000155', '000782', '600805', '301448', '603687', '603701', '601515', '300608', '300426', '603073', '300047', '000828', '002136', '600962', '301139', '603150', '300277', '300173', '000593', '300609', '002141', '600222', '300429', '300707', '300857', '002263', '601928', '603995', '605050', '300811', '002727']"
20231114,182,"['000536', '002786', '002855', '000004', '603598', '603918', '600520', '001298', '000056', '002952', '603178', '603083', '002599', '600610', '605218', '002771', '002654', '002103', '002178', '002725', '605069', '603516', '002892', '600506', '603496', '002682', '000766', '002667', '600178', '603991', '001314', '600239', '002777', '002757', '603662', '002512', '002400', '003029', '603773', '600619', '002657', '002577', '002992', '603166', '002232', '001319', '002193', '603679', '002238', '600615', '002173', '603335', '002584', '601858', '600775', '002882', '002291', '002703', '003032', '003007', '000572', '603002', '603037', '002741', '000936', '001300', '605086', '600126', '002865', '002881', '603778', '603219', '600753', '002406', '605133', '603009', '600119', '603528', '603929', '603108', '605258', '600817', '603838', '002559', '600326', '600792', '000503', '002593', '000550', '600844', '600246', '603273', '002660', '605180', '600327', '002908', '600255', '603388', '002692', '002181', '603283', '001368', '605255', '600986', '600689', '002222', '603768', '603320', '002813', '002983', '600310', '002988', '000977', '000908', '002824', '002329', '002676', '600130', '603315', '601022', '002161', '000925', '600288', '002845', '002920', '603726', '603058', '600476', '002150', '002947', '603307', '001206', '603636', '300637', '601133', '002363', '600316', '300242', '301297', '002239', '600738', '600667', '600185', '002658', '002218', '603706', '000546', '603162', '002413', '300788', '300093', '002822', '300184', '603926', '301236', '300554', '000155', '000782', '300814', '301448', '603687', '603701', '601515', '300608', '603073', '000828', '000836', '301139', '603013', '603150', '300173', '000593', '300609', '002141', '300707', '300857', '603766', '002263', '603995', '605050', '300811', '002727']"
20231115,202,"['000536', '002786', '603598', '603918', '600520', '001298', '000056', '002952', '603178', '001339', '603083', '002599', '600610', '002771', '002654', '002103', '002178', '002725', '603516', '002892', '600506', '603496', '002682', '000710', '000766', '002667', '600178', '603991', '600239', '002777', '002757', '603662', '002512', '002400', '003029', '002520', '603773', '002657', '603667', '002577', '002992', '600172', '000681', '603021', '603166', '002232', '001319', '002195', '002193', '603679', '002238', '600615', '002173', '603335', '002584', '601858', '600775', '002882', '002291', '002703', '003032', '603663', '003007', '000572', '603002', '603037', '002741', '000936', '001300', '605086', '600126', '603278', '002881', '603778', '603219', '002356', '600658', '600753', '605133', '603009', '600119', '603528', '603929', '600817', '603838', '002559', '600326', '600792', '000503', '002593', '000550', '600844', '603488', '600246', '603273', '002660', '605180', '600327', '002908', '600159', '600255', '603388', '002692', '002181', '603283', '001368', '603586', '001278', '600986', '600689', '002222', '603768', '603320', '002813', '002983', '002988', '000908', '002824', '002329', '002676', '600130', '603315', '000863', '603206', '000571', '601022', '002161', '000925', '600288', '002845', '002920', '603726', '000955', '600975', '603058', '600189', '603489', '600476', '002150', '002787', '002947', '603307', '001206', '603636', '300637', '300210', '002363', '002436', '600316', '300242', '002239', '600738', '600667', '600185', '300044', '002658', '603725', '002218', '603706', '000546', '603162', '600152', '002413', '300788', '300093', '002822', '300184', '603135', '603926', '301236', '002470', '000155', '000782', '300814', '300552', '301448', '603687', '603701', '601515', '300608', '603073', '000836', '600455', '301139', '600329', '603013', '300173', '300053', '300812', '000593', '002548', '300609', '002141', '002971', '300707', '300857', '603766', '002263', '603995', '605050', '300811', '002727']"
20231116,207,"['000536', '603721', '002786', '603598', '603918', '600520', '000056', '002952', '603178', '001339', '603083', '002599', '002146', '600610', '605218', '002771', '002654', '002103', '002178', '002725', '002427', '603516', '002892', '600506', '603496', '002682', '000710', '000766', '603991', '600239', '002777', '002757', '603662', '002512', '002400', '003029', '002520', '603773', '002657', '600281', '603667', '002577', '002992', '600172', '000681', '603021', '603166', '002232', '001319', '002195', '002193', '603679', '002238', '600615', '002173', '603335', '002584', '601858', '600775', '000609', '002882', '002291', '002703', '003032', '603663', '003007', '000572', '600053', '000656', '603002', '603037', '002741', '000936', '001300', '605086', '600126', '000676', '603278', '002881', '603219', '002356', '600658', '600753', '605133', '603009', '600119', '603528', '002866', '600817', '603838', '002559', '600326', '600792', '000503', '002593', '002647', '000550', '600844', '000058', '603488', '603499', '600246', '605180', '600327', '002908', '000006', '600159', '600255', '603388', '002181', '603283', '001368', '603586', '001278', '600986', '600689', '002222', '603768', '002813', '002983', '002988', '000908', '002329', '600130', '603315', '000863', '603206', '000571', '001260', '601022', '002161', '000925', '600288', '603527', '002845', '002920', '603726', '000955', '600975', '603058', '600189', '603489', '600476', '002150', '603615', '002787', '002947', '603307', '301205', '001206', '603636', '300637', '300210', '002363', '002436', '600316', '300242', '002239', '600738', '600667', '002561', '002067', '300044', '002658', '603725', '002218', '000546', '603162', '600152', '603992', '002413', '300788', '300093', '002822', '603135', '603926', '301236', '002470', '000155', '000782', '300814', '300552', '301448', '603687', '603701', '300608', '600113', '603073', '000836', '600455', '301139', '300204', '600329', '603013', '300288', '300173', '300053', '300812', '002548', '300609', '002141', '002971', '300707', '300857', '603766', '603995', '300811']"
20231117,207,"['000536', '603721', '002786', '002855', '002369', '603598', '600520', '000056', '002888', '002952', '603178', '001339', '603083', '002146', '600610', '605218', '002771', '002654', '002103', '002178', '002725', '002427', '603516', '002892', '600506', '603496', '002682', '000710', '000766', '605577', '605179', '603991', '603662', '002512', '002400', '003029', '002520', '603773', '002657', '600281', '603667', '002577', '002992', '600172', '000681', '603021', '603166', '002232', '001319', '002195', '603679', '002712', '002238', '600615', '002173', '603335', '002584', '601858', '600775', '000609', '002882', '000892', '002291', '001282', '002703', '003032', '603663', '003007', '000572', '002137', '600053', '000656', '000518', '603002', '603037', '002741', '001300', '605086', '600126', '000676', '603278', '002881', '603219', '002356', '600658', '600753', '605133', '603528', '603929', '002866', '600817', '603838', '002559', '600792', '002647', '000550', '000058', '603488', '603499', '600246', '603273', '600327', '002908', '000006', '600159', '600255', '603388', '603283', '001368', '603586', '601929', '001278', '600986', '600689', '002222', '603768', '002813', '002983', '002988', '000908', '002329', '600130', '603315', '000863', '603090', '603206', '000571', '001260', '601022', '002528', '002161', '000925', '600830', '600288', '001376', '603527', '002845', '002920', '603726', '000955', '600975', '603058', '603065', '600189', '603489', '600476', '002150', '603615', '002787', '002947', '603307', '301205', '603636', '300637', '300210', '002363', '002436', '300242', '002239', '600738', '600667', '002561', '002067', '300044', '002658', '603725', '002218', '000546', '600152', '301091', '603992', '300788', '300093', '002183', '002822', '603135', '002470', '000155', '000782', '300814', '300552', '301448', '603687', '603701', '300608', '600113', '600287', '000836', '600455', '301139', '300204', '600329', '603013', '300288', '300173', '300053', '300812', '002548', '300609', '002141', '002971', '300707', '300857', '603766', '301262', '603995', '300811']"
20231120,214,"['000536', '603721', '002861', '002786', '002855', '002369', '603598', '000056', '002888', '002952', '603178', '001339', '603083', '002146', '600610', '002691', '605218', '002771', '002103', '002178', '002725', '000670', '002427', '603286', '603516', '002892', '600506', '603496', '000710', '000766', '605577', '600178', '605179', '603991', '603662', '002400', '002520', '603773', '002657', '600281', '603667', '002577', '002992', '600172', '000681', '603021', '603166', '002232', '001319', '002195', '603679', '002712', '002238', '600615', '002173', '603335', '002584', '601858', '600775', '000609', '002882', '000892', '002291', '001282', '002703', '003032', '603663', '003007', '000572', '002137', '600053', '000656', '000518', '603002', '603037', '002741', '001300', '605086', '600126', '000676', '603278', '002881', '603219', '002356', '600658', '600753', '002406', '605133', '603528', '603929', '002866', '600107', '603838', '002559', '600792', '002647', '000550', '000058', '603488', '603499', '002331', '603273', '600327', '000006', '600159', '600255', '603388', '603283', '001368', '603586', '601929', '001278', '600986', '600689', '603768', '000829', '002813', '600698', '002983', '000908', '603029', '002329', '600130', '603315', '000863', '603090', '603206', '000571', '002917', '001260', '002528', '002161', '000925', '600830', '600288', '001376', '603527', '002920', '603726', '000955', '600975', '603058', '603065', '600960', '600189', '603489', '600476', '002150', '603615', '002416', '001311', '002787', '002947', '301205', '603636', '603297', '300637', '300210', '002341', '002363', '002436', '300242', '002239', '600738', '600667', '002906', '002561', '002067', '300044', '002885', '002658', '603725', '002218', '000546', '600152', '301091', '603992', '300462', '300788', '300093', '002183', '002822', '603135', '600513', '002470', '000155', '000782', '300814', '300552', '301448', '600113', '600287', '605020', '000836', '600455', '301139', '300204', '600329', '603013', '300288', '300173', '300053', '300812', '002548', '002141', '002971', '300707', '300857', '301111', '603766', '301262', '603995', '300811', '002275']"
20231121,194,"['000536', '603721', '002861', '002786', '002855', '002369', '603598', '002888', '002952', '603178', '001339', '600280', '603083', '002146', '002691', '605218', '002771', '002103', '603536', '002178', '002725', '000670', '002427', '603286', '002892', '600506', '603496', '000710', '002848', '000766', '605577', '600178', '605179', '603991', '002400', '002520', '603773', '600281', '603667', '002992', '600172', '000681', '603021', '603166', '603266', '002195', '002712', '002238', '600615', '002173', '002584', '601858', '600775', '000609', '000892', '002291', '001282', '002703', '003032', '603663', '003007', '000572', '002137', '600053', '000656', '002875', '000518', '603002', '603037', '002741', '001300', '605086', '000676', '603278', '603219', '002356', '600658', '002406', '603528', '603929', '002866', '600107', '603838', '002559', '600792', '002647', '000550', '000058', '603488', '603499', '002331', '603273', '600327', '000006', '600159', '600255', '603388', '603283', '001368', '603586', '601929', '001278', '600689', '000829', '002813', '600698', '603386', '002983', '603029', '000863', '603090', '603206', '000571', '002917', '001260', '002528', '002161', '000925', '600830', '600288', '001376', '603527', '600148', '603726', '000955', '600789', '600975', '603058', '603065', '600960', '600189', '603103', '603489', '600476', '603615', '002609', '002416', '001311', '002787', '002947', '002728', '301205', '603297', '001317', '300637', '300210', '002341', '002436', '300242', '000633', '002239', '600738', '600667', '002906', '002561', '002067', '300044', '002885', '603725', '600152', '301091', '603992', '000557', '300462', '300788', '002183', '300291', '002822', '603135', '600513', '002470', '000782', '300814', '300552', '600113', '600287', '605020', '000836', '600455', '300204', '002224', '600329', '603013', '300288', '300053', '300812', '300697', '002548', '002971', '300857', '301111', '603766', '301262', '002275']"
