date,num,exchange_code_list
20230117,167,"['603106', '002403', '000628', '000056', '002888', '002952', '001339', '000793', '002708', '002094', '002771', '002654', '603803', '003005', '002178', '002725', '000670', '002848', '002835', '603390', '002777', '002400', '003029', '600611', '002607', '002927', '002343', '002195', '600105', '002238', '002670', '600193', '002217', '002882', '002291', '002401', '600501', '002689', '002816', '002279', '002576', '000701', '603068', '001236', '002806', '600936', '000936', '600463', '002290', '605086', '002380', '002651', '002467', '001309', '600705', '600658', '003004', '002474', '603097', '002642', '002762', '002766', '600191', '600358', '002331', '601519', '603028', '603711', '002587', '002037', '002209', '603399', '002280', '000532', '002068', '603214', '003027', '000561', '002256', '002793', '002808', '003040', '002621', '603088', '002945', '002451', '601828', '002961', '001223', '002161', '000925', '600830', '600128', '000721', '600814', '601566', '002686', '002718', '600536', '603530', '600556', '600095', '002162', '600212', '002251', '002990', '002787', '000045', '002957', '000850', '002678', '002560', '600853', '002363', '000962', '002494', '002368', '002655', '000755', '001215', '000831', '002264', '000700', '600973', '003028', '002441', '000610', '603718', '002043', '002144', '603818', '002972', '002505', '603808', '603180', '002121', '001210', '603486', '002500', '301112', '000548', '000906', '002646', '000026', '600771', '603237', '002334', '600559', '000417', '002940', '601728', '603055', '300789', '002821', '300492', '600898', '000758', '000910', '000046', '600971', '000975', '600483', '301339', '301062', '601699', '600077', '000416']"
20230118,206,"['002229', '002713', '603106', '002403', '000628', '000056', '002888', '002952', '000678', '002031', '001339', '000793', '002708', '002771', '002654', '603803', '003005', '002178', '002725', '000670', '002058', '002868', '002253', '002848', '002835', '002777', '002400', '003029', '603985', '000716', '603261', '600611', '002607', '603533', '600172', '000681', '002976', '002927', '002343', '002362', '000526', '001319', '002195', '600250', '002877', '600105', '002238', '002670', '600193', '002217', '002882', '002401', '600501', '002689', '003007', '002816', '002279', '002576', '000701', '603068', '001236', '600936', '002184', '000936', '600463', '002290', '605086', '002380', '002651', '002467', '001309', '600705', '003004', '002474', '605133', '603097', '603326', '600819', '002642', '002762', '603016', '600191', '600358', '002331', '002536', '603028', '603711', '002587', '603917', '002190', '002037', '002209', '603399', '002280', '000532', '603214', '003027', '000561', '002824', '002256', '002793', '002808', '603200', '603305', '603348', '002621', '603088', '002945', '002451', '601828', '002961', '001223', '002161', '000925', '600830', '600128', '000721', '600814', '002953', '601566', '002686', '002718', '002600', '600536', '603530', '600095', '002162', '600212', '002251', '002990', '002787', '000045', '002957', '000850', '002678', '603173', '002560', '600853', '002363', '000962', '605337', '605333', '002494', '002368', '002655', '000755', '300044', '000831', '002437', '002850', '002230', '000700', '603697', '605098', '601689', '002772', '002101', '000610', '603718', '002144', '603818', '002997', '002972', '300229', '002505', '603808', '603180', '002121', '001210', '002384', '603486', '600933', '002500', '301112', '603757', '000548', '002345', '002863', '002646', '000026', '600771', '603237', '002334', '600559', '000417', '002940', '601728', '603055', '300789', '002821', '300492', '600898', '000758', '000910', '000046', '600971', '000975', '600483', '301339', '002393', '301062', '601699', '600077', '000416', '301233', '601958']"
20230119,207,"['002229', '002713', '603106', '002403', '000628', '000056', '002888', '002952', '000678', '002031', '001339', '000793', '002708', '002771', '002654', '603803', '003005', '002178', '002725', '000670', '002058', '002868', '002253', '002527', '002848', '002835', '002767', '002777', '003029', '603985', '000716', '603261', '600611', '002607', '603533', '600172', '000681', '002976', '002927', '002343', '002362', '000526', '001319', '002195', '600250', '002877', '600105', '002670', '600193', '000609', '002217', '002882', '002401', '600501', '002689', '003007', '002816', '002279', '002576', '000701', '603068', '001236', '600936', '002184', '000936', '600463', '002290', '605086', '002380', '002651', '001309', '600705', '003004', '603656', '002474', '605133', '600683', '603326', '600819', '002642', '002762', '603016', '600191', '600358', '002331', '002536', '002571', '603028', '002587', '603917', '002190', '002037', '002209', '603399', '002280', '000532', '002068', '603214', '000561', '002824', '002793', '002808', '603200', '600130', '603305', '603348', '603300', '002621', '603088', '002945', '601828', '002961', '001223', '002161', '000925', '600830', '600128', '000721', '600814', '002953', '601566', '002686', '002718', '002600', '600536', '600095', '002162', '600212', '002251', '002990', '002787', '000045', '002957', '000850', '002678', '603173', '002560', '600853', '002363', '000962', '605337', '002239', '603909', '605333', '002368', '002655', '000755', '300044', '000831', '002437', '002850', '002230', '000541', '603697', '600768', '605098', '601689', '002772', '002101', '000610', '000821', '002144', '002997', '002972', '300229', '603808', '002121', '001210', '601028', '002384', '600933', '002500', '600211', '301112', '603757', '000548', '002345', '002863', '000026', '600771', '002334', '600559', '000417', '603281', '002940', '002120', '603218', '601728', '603338', '603055', '300789', '002821', '300492', '600898', '000758', '000046', '600971', '000975', '600483', '301339', '002393', '301062', '601699', '600077', '000416', '301233', '601958']"
20230120,225,"['002229', '002717', '002713', '603106', '002403', '000628', '000056', '002888', '600355', '002952', '000678', '002031', '001339', '000793', '002708', '002094', '002354', '002771', '002654', '603803', '003005', '002178', '002725', '000670', '002058', '002868', '002253', '002527', '002848', '002835', '002767', '002777', '003029', '603985', '000716', '603261', '600611', '002607', '002992', '603533', '600172', '000681', '002976', '002927', '002343', '002362', '000526', '001319', '002195', '002735', '600250', '002877', '002819', '600105', '002670', '600193', '000609', '002217', '002882', '002401', '002689', '003032', '603779', '603663', '003007', '001229', '002816', '002279', '002576', '000701', '603068', '001236', '600936', '002184', '000936', '600463', '002290', '600714', '002380', '002651', '001309', '600705', '003004', '603656', '605133', '600683', '002235', '603326', '600819', '002642', '002762', '603016', '002167', '600358', '002331', '603895', '000151', '601020', '002536', '002571', '603028', '002587', '603917', '002190', '002037', '002209', '000532', '002068', '002463', '603214', '000561', '002824', '603717', '002808', '603200', '600130', '603305', '603348', '003040', '603300', '605598', '002621', '603088', '002945', '601828', '002961', '001223', '002161', '000925', '000721', '002845', '002953', '002686', '002600', '600536', '601059', '600095', '002162', '600212', '600476', '002609', '002990', '002787', '000065', '000045', '002579', '002957', '000850', '002678', '603173', '002560', '600853', '002363', '300949', '000962', '605337', '002239', '603909', '605333', '002494', '002655', '000599', '000755', '300044', '000831', '002437', '600297', '002850', '002230', '002378', '301316', '002842', '000541', '300466', '603697', '600768', '605098', '601689', '002772', '002101', '000610', '601236', '000821', '002144', '600301', '002997', '002972', '300229', '002121', '001210', '601028', '002384', '300250', '600933', '600211', '301112', '603757', '000548', '002345', '002863', '000026', '600771', '002297', '002334', '600961', '603281', '002940', '002120', '603218', '601728', '603338', '300084', '600898', '000758', '000046', '600971', '000975', '300213', '301339', '002393', '600195', '601699', '600077', '301233', '601958']"
20230130,238,"['002229', '002717', '002713', '603106', '002403', '000056', '002888', '600355', '000678', '002031', '001339', '000793', '002708', '002094', '002354', '002771', '002654', '003005', '002178', '002725', '000670', '002058', '002868', '002253', '002347', '002527', '002848', '002835', '002767', '002777', '002757', '002512', '003029', '002315', '603985', '000716', '603261', '600611', '002992', '603533', '000560', '600172', '000681', '002976', '002927', '002343', '002362', '000526', '001319', '002549', '002195', '002735', '600250', '002877', '002819', '600105', '002670', '600193', '000609', '002401', '002689', '003032', '603779', '603663', '003007', '001229', '002816', '002279', '002576', '000701', '001236', '600936', '603893', '002184', '000936', '600463', '002290', '600714', '002380', '002651', '001309', '600705', '003004', '603656', '605133', '600683', '002235', '603326', '600819', '002642', '002762', '603016', '002167', '600358', '000409', '002331', '603895', '002348', '000151', '601020', '002536', '002571', '603711', '000066', '002587', '603917', '001266', '002190', '002209', '000532', '002068', '002463', '603214', '002795', '000561', '000509', '002824', '603717', '002808', '603200', '600130', '603305', '603348', '003040', '603300', '605598', '002621', '603088', '002945', '601828', '002961', '001223', '002161', '002845', '002953', '000886', '002686', '002600', '600536', '601059', '002162', '600212', '002251', '600476', '002609', '002990', '002787', '000065', '000045', '002579', '002957', '000850', '002678', '603173', '300211', '002560', '600853', '300114', '300293', '300949', '000962', '605337', '002239', '603909', '605333', '002494', '600084', '000599', '300045', '001215', '300044', '000831', '603177', '002437', '600297', '002850', '605168', '002230', '002378', '301316', '002842', '000541', '300466', '603697', '600768', '600736', '605098', '601689', '002772', '002101', '601236', '000821', '603983', '600301', '002997', '002972', '003013', '300229', '002121', '001210', '601028', '002384', '300135', '300250', '600933', '600211', '301112', '603757', '002345', '002863', '000026', '600771', '002297', '002334', '600961', '603281', '002940', '605089', '002120', '603218', '002721', '601728', '603338', '300084', '600063', '000758', '600070', '000046', '600971', '000975', '300213', '000729', '301339', '002393', '600195', '601699', '301233', '601958']"
20230131,238,"['002229', '002717', '002713', '603106', '002403', '002855', '002369', '603598', '002888', '600355', '000678', '002031', '001339', '000793', '002708', '002995', '002094', '002354', '002771', '002654', '002103', '003005', '002178', '002725', '000670', '002058', '002868', '002253', '002347', '603660', '002527', '002848', '002835', '002767', '002777', '002757', '002512', '002315', '603985', '000716', '603261', '600611', '002992', '603533', '000560', '600172', '000681', '002976', '002362', '000526', '001319', '002549', '002195', '002735', '600250', '002877', '002819', '002670', '600193', '000609', '002401', '002689', '003032', '603779', '603663', '003007', '001229', '002279', '002576', '000701', '001236', '002806', '600936', '603893', '002184', '003042', '002290', '600714', '002380', '002651', '001309', '600705', '003004', '603656', '605133', '600683', '002235', '603326', '600819', '002642', '002762', '603016', '002167', '600358', '000409', '002331', '603895', '002348', '000151', '601020', '002536', '002571', '603711', '000066', '603917', '001266', '002190', '002209', '002117', '000532', '002068', '002463', '002795', '000561', '000509', '002824', '603717', '002808', '603200', '600130', '603305', '603348', '003040', '603300', '605598', '002621', '603088', '002945', '002961', '001223', '603500', '002845', '002953', '000886', '002686', '002600', '600536', '601059', '002251', '600476', '002609', '002990', '002787', '002947', '000065', '000045', '002579', '000850', '002678', '603173', '300211', '600853', '300114', '300293', '300949', '000962', '605337', '002239', '603909', '605333', '002494', '600084', '002368', '000599', '300071', '300045', '001215', '300044', '000831', '603177', '002437', '600297', '002850', '605168', '002230', '002378', '301316', '002842', '000541', '300466', '603697', '600768', '600736', '605098', '601689', '002772', '002101', '002613', '601236', '000821', '603983', '603255', '600301', '002997', '003013', '300229', '002121', '001210', '601028', '002384', '300135', '300250', '600933', '600211', '301112', '603757', '603059', '002345', '000812', '002863', '000026', '600771', '002297', '600961', '002241', '603281', '605089', '002120', '603218', '002721', '601728', '603338', '000711', '300084', '600063', '000758', '600070', '600971', '000975', '300213', '000729', '301339', '002393', '600195', '601699', '301233', '300848', '601958']"
20230201,240,"['002229', '002717', '002713', '603106', '002403', '002855', '002369', '603598', '002888', '600355', '000678', '002031', '001339', '002708', '002995', '002094', '002354', '002654', '002103', '003005', '000670', '002058', '002868', '002253', '002347', '603660', '002527', '002848', '002835', '002767', '002757', '002512', '002315', '603985', '000716', '603261', '002992', '603533', '000560', '600172', '000681', '002976', '002362', '000526', '001319', '002549', '002195', '002735', '600250', '002877', '002819', '002729', '600193', '000609', '002401', '002689', '003032', '603779', '603663', '003007', '001229', '002279', '002576', '000701', '002806', '600936', '603893', '002184', '003042', '002290', '600714', '002380', '002227', '600705', '003004', '603656', '605133', '600683', '002235', '603326', '600817', '600819', '002642', '002762', '603016', '002167', '600358', '000409', '603895', '002348', '000151', '601020', '600375', '002536', '002571', '603711', '000066', '002339', '601789', '603917', '001266', '002190', '002209', '002117', '002813', '002068', '002463', '002795', '000561', '000509', '002824', '603717', '002808', '603200', '600130', '603305', '603348', '003040', '002574', '603300', '605598', '002621', '603088', '002961', '001223', '603500', '002845', '002953', '000886', '002686', '002600', '600536', '601059', '002251', '600476', '002609', '002787', '002947', '000065', '002579', '000850', '603686', '002678', '603173', '300211', '300713', '600853', '300114', '603222', '603213', '300293', '300949', '000962', '002337', '605337', '002239', '603909', '605333', '002494', '600084', '002368', '000851', '000599', '300071', '300045', '001215', '300044', '000831', '603177', '002437', '600297', '002850', '605168', '002230', '002378', '301316', '002842', '000541', '300466', '603697', '600768', '600736', '605098', '601689', '002772', '002101', '002613', '601236', '000821', '603983', '603255', '600301', '002997', '003013', '300229', '002121', '001210', '002090', '601028', '002384', '300135', '300250', '600933', '600211', '301112', '603757', '603059', '002345', '000812', '002863', '000026', '002297', '600961', '002224', '002241', '603281', '605089', '300895', '002120', '603218', '002721', '601728', '603338', '000711', '300520', '300084', '600063', '000758', '601339', '600070', '600971', '000975', '300213', '000729', '002393', '600195', '301233', '300848', '601958', '002226']"
20230202,251,"['002229', '002717', '002713', '603106', '002403', '002855', '002369', '603598', '002888', '600355', '000678', '002031', '002708', '002995', '002094', '002354', '002654', '002103', '003005', '000670', '002058', '002868', '002253', '002347', '603660', '002527', '002848', '002835', '003021', '002767', '002757', '002512', '002315', '603985', '000716', '603261', '002577', '002992', '603533', '000560', '600172', '002292', '000681', '002976', '002362', '603728', '000526', '001319', '002549', '002195', '002735', '600250', '002877', '002819', '002729', '002792', '000609', '002882', '002401', '002689', '003032', '603779', '603663', '003007', '001229', '002279', '002576', '000701', '002806', '600936', '603893', '002184', '003042', '002290', '600714', '002380', '002227', '600705', '003004', '603656', '605133', '600683', '002235', '603326', '600817', '600819', '002642', '002762', '603016', '002167', '000409', '601360', '603895', '002348', '000151', '601020', '600375', '002536', '002571', '603711', '000066', '002339', '601789', '603917', '001266', '002190', '002209', '002963', '002117', '002813', '002068', '002463', '001270', '002795', '000561', '000509', '002824', '603717', '002808', '603200', '600130', '603305', '603348', '003040', '002574', '603300', '605598', '002621', '603088', '002961', '001223', '603500', '002845', '002953', '000886', '002686', '002600', '601059', '002251', '600476', '002093', '002722', '002609', '002787', '002947', '000065', '002579', '000850', '301205', '603686', '002678', '603173', '300211', '300713', '300344', '300114', '603222', '603185', '603213', '300293', '300949', '000962', '002337', '603908', '605337', '002239', '603909', '605333', '002494', '600084', '002368', '000851', '002980', '000599', '300071', '300045', '001215', '000622', '300044', '603177', '002437', '600297', '002218', '002850', '605168', '002230', '002378', '301316', '002842', '000541', '300466', '603697', '600768', '600736', '605098', '601689', '002772', '002101', '002613', '601236', '000821', '603983', '603255', '600301', '002997', '003013', '300229', '605268', '002090', '601028', '002384', '300135', '300250', '600933', '600211', '002050', '603556', '603757', '603059', '002345', '000812', '002863', '000026', '002297', '300479', '600961', '002224', '002241', '603281', '605089', '300895', '002120', '603218', '002721', '603338', '000711', '300520', '300084', '600063', '000758', '601339', '600393', '600070', '300213', '000729', '002393', '600195', '301233', '300848', '601958', '002226']"
20230203,215,"['002229', '002717', '002713', '603106', '002272', '002403', '002855', '002369', '603598', '600355', '002708', '002995', '002094', '002354', '002771', '002103', '000670', '002058', '002253', '002347', '603660', '002527', '002835', '003021', '002767', '002757', '002512', '002315', '002577', '002992', '000560', '002292', '000681', '002927', '002362', '603728', '002549', '002195', '002735', '002877', '002819', '002729', '002792', '000609', '002882', '002401', '003032', '603779', '603663', '003007', '001229', '000701', '002806', '600936', '603893', '002184', '003042', '002364', '600714', '002227', '600705', '003004', '603656', '605133', '600683', '002235', '600817', '600819', '002642', '002762', '002167', '000409', '601360', '603895', '002348', '000151', '601020', '600375', '002536', '002571', '002748', '603711', '000066', '002339', '001255', '601789', '001266', '002190', '002209', '002963', '002117', '002813', '002068', '002463', '001270', '002795', '000509', '603717', '002808', '603200', '600130', '003040', '002574', '603300', '605598', '002961', '001223', '002528', '603500', '002845', '000886', '002686', '601059', '002251', '600476', '002093', '002722', '002350', '002609', '002947', '000065', '002579', '000850', '301205', '603686', '603173', '300211', '300713', '300344', '600847', '002341', '300114', '603222', '603185', '603213', '300293', '300949', '000962', '002337', '603908', '002239', '603909', '002494', '600084', '002368', '000851', '002980', '000599', '300071', '300875', '300045', '001215', '000622', '300044', '603177', '600297', '002218', '605168', '002378', '002490', '301316', '002842', '000541', '300466', '002598', '600768', '600736', '002860', '002613', '601236', '000821', '603983', '603255', '600301', '003013', '605268', '001283', '002090', '601028', '002328', '300135', '300250', '600211', '002050', '603556', '603059', '000812', '000026', '002297', '300479', '600961', '002224', '002951', '002241', '603281', '605089', '300895', '002120', '603218', '002721', '603338', '000711', '300520', '300084', '600063', '300317', '000758', '601339', '600393', '600070', '300213', '000729', '600195', '300848', '002226']"
20230206,212,"['002229', '002717', '002713', '603106', '002272', '002403', '002855', '002369', '603598', '600355', '603083', '002708', '002995', '002094', '002354', '002771', '002103', '002253', '002347', '002682', '603660', '002835', '003021', '002767', '002757', '002512', '002400', '002315', '002547', '002577', '002992', '000560', '002292', '000681', '002927', '002362', '603728', '002549', '002195', '002735', '002877', '002819', '002729', '002792', '002882', '002401', '003032', '603779', '603663', '003007', '001229', '000701', '002806', '600936', '603893', '003042', '002364', '600714', '002227', '600705', '003004', '002235', '600817', '600819', '002642', '002762', '002167', '000409', '601360', '603895', '002348', '603859', '000151', '601020', '600375', '002536', '002748', '603711', '000066', '002339', '001255', '601789', '001266', '002190', '002209', '002963', '002117', '000829', '002813', '002068', '002463', '001270', '002795', '000977', '002148', '000509', '603306', '603717', '002808', '603200', '003040', '002574', '605598', '002961', '001223', '002528', '603500', '002845', '000886', '601059', '002251', '600476', '002093', '002722', '002350', '002609', '002947', '000065', '002579', '301205', '603686', '603173', '000779', '300211', '300713', '300344', '600847', '002341', '300114', '603222', '603185', '002568', '603213', '300293', '300949', '000962', '002337', '603908', '603909', '002494', '600084', '002368', '000851', '002980', '000599', '300071', '300875', '300045', '001215', '000622', '300044', '603177', '600297', '002218', '605168', '002378', '002490', '301316', '002842', '300466', '002598', '600768', '600736', '002860', '002613', '601236', '603983', '603255', '600301', '003013', '605268', '605108', '001283', '002090', '002328', '300135', '300250', '601890', '002050', '603556', '603059', '000812', '000026', '002297', '300479', '600961', '002224', '002951', '002241', '300603', '603281', '605089', '300895', '301248', '002721', '000584', '300474', '000711', '300520', '300084', '301059', '600063', '300317', '000758', '601339', '600393', '600070', '300213', '000729', '600195', '300848', '002226']"
20230207,181,"['002229', '002717', '000536', '603721', '002713', '603106', '002272', '002855', '002369', '603598', '603083', '002995', '002354', '002771', '002103', '002253', '002347', '002682', '603660', '002835', '003021', '002767', '002281', '002757', '002512', '002400', '002315', '002547', '002577', '000560', '002292', '000681', '002927', '002362', '603728', '002549', '002195', '002877', '002131', '002729', '601858', '002792', '002882', '002401', '003007', '000701', '002806', '600936', '603893', '003042', '002364', '002380', '002227', '003004', '002235', '600817', '600819', '002642', '002167', '000409', '601360', '002660', '002348', '603859', '600375', '002536', '002748', '603711', '000066', '002339', '001255', '601789', '001266', '002190', '002209', '002963', '002117', '000829', '002813', '002068', '001270', '002795', '000977', '002148', '000509', '603306', '002016', '603200', '002574', '605598', '002528', '603500', '002845', '000886', '601059', '002251', '002093', '002722', '002350', '002947', '301205', '603686', '603173', '000779', '300211', '300713', '300344', '600847', '002341', '300114', '603222', '603185', '002568', '603213', '300293', '002337', '603908', '002946', '600084', '002368', '000851', '002659', '002980', '300071', '300875', '300045', '001215', '000622', '603177', '002218', '605168', '002490', '301316', '002842', '002598', '600736', '002860', '002613', '603983', '603255', '003013', '605268', '605108', '001283', '002090', '002328', '300135', '601890', '002050', '603556', '603059', '000812', '003035', '300479', '002224', '002951', '300340', '002241', '300603', '603281', '605089', '300895', '301248', '002721', '000584', '300474', '000711', '603170', '300520', '301059', '600063', '300449', '300317', '000539', '601339', '600393', '600070', '000729', '300848', '002226', '002228']"
20230208,175,"['002229', '002717', '000536', '603721', '002713', '002272', '002855', '002369', '603598', '603083', '002995', '002354', '002771', '002103', '603580', '000880', '002253', '002347', '002682', '603660', '002835', '003021', '002281', '002757', '002512', '002400', '000017', '002547', '000716', '002577', '002292', '000681', '002976', '000712', '002927', '002362', '603728', '002195', '002877', '002131', '002729', '601858', '002792', '002882', '600501', '603779', '003007', '000701', '002806', '600936', '003042', '002364', '002380', '002227', '003004', '002235', '600817', '600819', '002642', '002167', '601360', '002660', '603859', '600375', '600449', '002748', '603711', '002339', '603032', '001255', '603066', '601789', '002190', '002963', '002117', '000829', '002813', '002068', '001270', '000977', '002148', '000509', '002116', '603306', '002016', '603200', '002574', '605598', '002528', '000925', '603500', '601059', '002093', '002722', '002350', '603076', '002947', '002733', '301205', '603686', '000779', '300713', '300344', '600847', '002341', '300114', '603222', '603185', '002568', '603213', '002626', '603848', '002337', '603908', '605389', '002946', '002368', '000851', '002659', '002980', '000599', '300071', '300875', '000622', '002649', '002218', '002490', '001226', '301316', '002842', '600882', '300716', '002598', '002140', '002860', '002613', '603255', '300810', '605268', '605108', '001283', '002090', '002328', '601890', '002050', '603556', '603059', '000812', '603998', '003035', '300479', '002224', '002951', '300340', '002241', '300603', '301161', '300895', '603966', '301248', '000584', '300474', '000711', '603170', '300520', '301059', '300449', '300317', '000539', '601339', '600393', '603298', '300848', '002226', '002228']"
