万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
300059.SZ,300059,20241009,91500000,0,0,0,0,0,,,0,0,0,0,0,243600,291700,0,0,0,0,0,0,0,0,0,11333400,84002,0,0,0,0,0,0,0,0,291700,0,0,0,0,0,0,0,0,0,11333400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91500000,0,0,0,0,0,,,0,0,0,0,0,243600,291700,0,0,0,0,0,0,0,0,0,11333400,84002,0,0,0,0,0,0,0,0,291700,0,0,0,0,0,0,0,0,0,11333400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91509000,0,0,0,0,0,,,0,0,0,0,0,243600,289000,0,0,0,0,0,0,0,0,0,15718000,15654,0,0,0,0,0,0,0,0,289000,0,0,0,0,0,0,0,0,0,15718000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91518000,0,0,0,0,0,,,0,0,0,0,0,243600,288600,0,0,0,0,0,0,0,0,0,15426300,115801,0,0,0,0,0,0,0,0,288600,0,0,0,0,0,0,0,0,0,15426300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91527000,0,0,0,0,0,,,0,0,0,0,0,243600,288600,0,0,0,0,0,0,0,0,0,15491500,458985,0,0,0,0,0,0,0,0,288600,0,0,0,0,0,0,0,0,0,15491500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91536000,0,0,0,0,0,,,0,0,0,0,0,243600,287700,0,0,0,0,0,0,0,0,0,15166600,780,0,0,0,0,0,0,0,0,287700,0,0,0,0,0,0,0,0,0,15166600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91545000,0,0,0,0,0,,,0,0,0,0,0,243600,287600,0,0,0,0,0,0,0,0,0,15318500,27320,0,0,0,0,0,0,0,0,287600,0,0,0,0,0,0,0,0,0,15318500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91554000,0,0,0,0,0,,,0,0,0,0,0,243600,287400,0,0,0,0,0,0,0,0,0,15536800,30324,0,0,0,0,0,0,0,0,287400,0,0,0,0,0,0,0,0,0,15536800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91603000,0,0,0,0,0,,,0,0,0,0,0,243600,286000,0,0,0,0,0,0,0,0,0,15551900,83326,0,0,0,0,0,0,0,0,286000,0,0,0,0,0,0,0,0,0,15551900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91612000,0,0,0,0,0,,,0,0,0,0,0,243600,284100,0,0,0,0,0,0,0,0,0,15727300,2742,0,0,0,0,0,0,0,0,284100,0,0,0,0,0,0,0,0,0,15727300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91621000,0,0,0,0,0,,,0,0,0,0,0,243600,284100,0,0,0,0,0,0,0,0,0,16146100,258891,0,0,0,0,0,0,0,0,284100,0,0,0,0,0,0,0,0,0,16146100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91630000,0,0,0,0,0,,,0,0,0,0,0,243600,283000,0,0,0,0,0,0,0,0,0,16382400,104215,0,0,0,0,0,0,0,0,283000,0,0,0,0,0,0,0,0,0,16382400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91639000,0,0,0,0,0,,,0,0,0,0,0,243600,280000,0,0,0,0,0,0,0,0,0,16753300,152039,0,0,0,0,0,0,0,0,280000,0,0,0,0,0,0,0,0,0,16753300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91648000,0,0,0,0,0,,,0,0,0,0,0,243600,280000,0,0,0,0,0,0,0,0,0,16731900,1406262,0,0,0,0,0,0,0,0,280000,0,0,0,0,0,0,0,0,0,16731900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91657000,0,0,0,0,0,,,0,0,0,0,0,243600,280000,0,0,0,0,0,0,0,0,0,16646000,3854924,0,0,0,0,0,0,0,0,280000,0,0,0,0,0,0,0,0,0,16646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91706000,0,0,0,0,0,,,0,0,0,0,0,243600,280000,0,0,0,0,0,0,0,0,0,16859500,6023115,0,0,0,0,0,0,0,0,280000,0,0,0,0,0,0,0,0,0,16859500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91715000,0,0,0,0,0,,,0,0,0,0,0,243600,279900,0,0,0,0,0,0,0,0,0,16895900,361152,0,0,0,0,0,0,0,0,279900,0,0,0,0,0,0,0,0,0,16895900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91724000,0,0,0,0,0,,,0,0,0,0,0,243600,279900,0,0,0,0,0,0,0,0,0,17072500,1209413,0,0,0,0,0,0,0,0,279900,0,0,0,0,0,0,0,0,0,17072500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91733000,0,0,0,0,0,,,0,0,0,0,0,243600,279700,0,0,0,0,0,0,0,0,0,16980400,3271,0,0,0,0,0,0,0,0,279700,0,0,0,0,0,0,0,0,0,16980400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91742000,0,0,0,0,0,,,0,0,0,0,0,243600,279400,0,0,0,0,0,0,0,0,0,17283300,44074,0,0,0,0,0,0,0,0,279400,0,0,0,0,0,0,0,0,0,17283300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91751000,0,0,0,0,0,,,0,0,0,0,0,243600,278800,0,0,0,0,0,0,0,0,0,17046900,146353,0,0,0,0,0,0,0,0,278800,0,0,0,0,0,0,0,0,0,17046900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91800000,0,0,0,0,0,,,0,0,0,0,0,243600,278100,0,0,0,0,0,0,0,0,0,17194500,5803,0,0,0,0,0,0,0,0,278100,0,0,0,0,0,0,0,0,0,17194500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91809000,0,0,0,0,0,,,0,0,0,0,0,243600,277000,0,0,0,0,0,0,0,0,0,17350333,0,0,0,0,0,0,0,0,0,277000,0,0,0,0,0,0,0,0,0,17350333,26167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91818000,0,0,0,0,0,,,0,0,0,0,0,243600,275800,0,0,0,0,0,0,0,0,0,17568100,100532,0,0,0,0,0,0,0,0,275800,0,0,0,0,0,0,0,0,0,17568100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91827000,0,0,0,0,0,,,0,0,0,0,0,243600,275000,0,0,0,0,0,0,0,0,0,17745500,546973,0,0,0,0,0,0,0,0,275000,0,0,0,0,0,0,0,0,0,17745500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91836000,0,0,0,0,0,,,0,0,0,0,0,243600,271600,0,0,0,0,0,0,0,0,0,17595800,59892,0,0,0,0,0,0,0,0,271600,0,0,0,0,0,0,0,0,0,17595800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91845000,0,0,0,0,0,,,0,0,0,0,0,243600,270000,0,0,0,0,0,0,0,0,0,17893200,465172,0,0,0,0,0,0,0,0,270000,0,0,0,0,0,0,0,0,0,17893200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91854000,0,0,0,0,0,,,0,0,0,0,0,243600,270000,0,0,0,0,0,0,0,0,0,17622500,2923593,0,0,0,0,0,0,0,0,270000,0,0,0,0,0,0,0,0,0,17622500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91903000,0,0,0,0,0,,,0,0,0,0,0,243600,270000,0,0,0,0,0,0,0,0,0,17755600,4767059,0,0,0,0,0,0,0,0,270000,0,0,0,0,0,0,0,0,0,17755600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91912000,0,0,0,0,0,,,0,0,0,0,0,243600,270000,0,0,0,0,0,0,0,0,0,18015300,6948119,0,0,0,0,0,0,0,0,270000,0,0,0,0,0,0,0,0,0,18015300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91921000,0,0,0,0,0,,,0,0,0,0,0,243600,269800,0,0,0,0,0,0,0,0,0,17922800,17722,0,0,0,0,0,0,0,0,269800,0,0,0,0,0,0,0,0,0,17922800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91930000,0,0,0,0,0,,,0,0,0,0,0,243600,269800,0,0,0,0,0,0,0,0,0,18347800,349097,0,0,0,0,0,0,0,0,269800,0,0,0,0,0,0,0,0,0,18347800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91939000,0,0,0,0,0,,,0,0,0,0,0,243600,269000,0,0,0,0,0,0,0,0,0,18230200,240382,0,0,0,0,0,0,0,0,269000,0,0,0,0,0,0,0,0,0,18230200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91948000,0,0,0,0,0,,,0,0,0,0,0,243600,268800,0,0,0,0,0,0,0,0,0,19190900,30608,0,0,0,0,0,0,0,0,268800,0,0,0,0,0,0,0,0,0,19190900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,91957000,0,0,0,0,0,,,0,0,0,0,0,243600,268000,0,0,0,0,0,0,0,0,0,19536400,181612,0,0,0,0,0,0,0,0,268000,0,0,0,0,0,0,0,0,0,19536400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92000000,0,0,0,0,0,,,0,0,0,0,0,243600,268000,0,0,0,0,0,0,0,0,0,20043668,0,0,0,0,0,0,0,0,0,268000,0,0,0,0,0,0,0,0,0,20043668,92932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92009000,0,0,0,0,0,,,0,0,0,0,0,243600,268000,0,0,0,0,0,0,0,0,0,20805600,1020134,0,0,0,0,0,0,0,0,268000,0,0,0,0,0,0,0,0,0,20805600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92018000,0,0,0,0,0,,,0,0,0,0,0,243600,267900,0,0,0,0,0,0,0,0,0,21394500,253057,0,0,0,0,0,0,0,0,267900,0,0,0,0,0,0,0,0,0,21394500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92027000,0,0,0,0,0,,,0,0,0,0,0,243600,267800,0,0,0,0,0,0,0,0,0,21819400,571220,0,0,0,0,0,0,0,0,267800,0,0,0,0,0,0,0,0,0,21819400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92036000,0,0,0,0,0,,,0,0,0,0,0,243600,267000,0,0,0,0,0,0,0,0,0,22312500,75106,0,0,0,0,0,0,0,0,267000,0,0,0,0,0,0,0,0,0,22312500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92045000,0,0,0,0,0,,,0,0,0,0,0,243600,266600,0,0,0,0,0,0,0,0,0,22852800,390580,0,0,0,0,0,0,0,0,266600,0,0,0,0,0,0,0,0,0,22852800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92054000,0,0,0,0,0,,,0,0,0,0,0,243600,266300,0,0,0,0,0,0,0,0,0,23821200,70749,0,0,0,0,0,0,0,0,266300,0,0,0,0,0,0,0,0,0,23821200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92103000,0,0,0,0,0,,,0,0,0,0,0,243600,265700,0,0,0,0,0,0,0,0,0,24239300,2293,0,0,0,0,0,0,0,0,265700,0,0,0,0,0,0,0,0,0,24239300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92112000,0,0,0,0,0,,,0,0,0,0,0,243600,265000,0,0,0,0,0,0,0,0,0,24905715,0,0,0,0,0,0,0,0,0,265000,0,0,0,0,0,0,0,0,0,24905715,162485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92121000,0,0,0,0,0,,,0,0,0,0,0,243600,265000,0,0,0,0,0,0,0,0,0,25449600,1470219,0,0,0,0,0,0,0,0,265000,0,0,0,0,0,0,0,0,0,25449600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92130000,0,0,0,0,0,,,0,0,0,0,0,243600,264900,0,0,0,0,0,0,0,0,0,26104100,97480,0,0,0,0,0,0,0,0,264900,0,0,0,0,0,0,0,0,0,26104100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92139000,0,0,0,0,0,,,0,0,0,0,0,243600,264500,0,0,0,0,0,0,0,0,0,26611100,101560,0,0,0,0,0,0,0,0,264500,0,0,0,0,0,0,0,0,0,26611100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92148000,0,0,0,0,0,,,0,0,0,0,0,243600,263000,0,0,0,0,0,0,0,0,0,27319400,31679,0,0,0,0,0,0,0,0,263000,0,0,0,0,0,0,0,0,0,27319400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92157000,0,0,0,0,0,,,0,0,0,0,0,243600,263000,0,0,0,0,0,0,0,0,0,27962000,997743,0,0,0,0,0,0,0,0,263000,0,0,0,0,0,0,0,0,0,27962000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92206000,0,0,0,0,0,,,0,0,0,0,0,243600,261000,0,0,0,0,0,0,0,0,0,28611868,0,0,0,0,0,0,0,0,0,261000,0,0,0,0,0,0,0,0,0,28611868,4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92215000,0,0,0,0,0,,,0,0,0,0,0,243600,260000,0,0,0,0,0,0,0,0,0,30465468,0,0,0,0,0,0,0,0,0,260000,0,0,0,0,0,0,0,0,0,30465468,175032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92224000,0,0,0,0,0,,,0,0,0,0,0,243600,260000,0,0,0,0,0,0,0,0,0,32239372,0,0,0,0,0,0,0,0,0,260000,0,0,0,0,0,0,0,0,0,32239372,382728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92233000,0,0,0,0,0,,,0,0,0,0,0,243600,260000,0,0,0,0,0,0,0,0,0,33168800,1824207,0,0,0,0,0,0,0,0,260000,0,0,0,0,0,0,0,0,0,33168800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92242000,0,0,0,0,0,,,0,0,0,0,0,243600,260000,0,0,0,0,0,0,0,0,0,33975700,5392064,0,0,0,0,0,0,0,0,260000,0,0,0,0,0,0,0,0,0,33975700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92251000,0,0,0,0,0,,,0,0,0,0,0,243600,260000,0,0,0,0,0,0,0,0,0,34637500,7624320,0,0,0,0,0,0,0,0,260000,0,0,0,0,0,0,0,0,0,34637500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92300000,0,0,0,0,0,,,0,0,0,0,0,243600,259000,0,0,0,0,0,0,0,0,0,35377800,279070,0,0,0,0,0,0,0,0,259000,0,0,0,0,0,0,0,0,0,35377800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92309000,0,0,0,0,0,,,0,0,0,0,0,243600,258000,0,0,0,0,0,0,0,0,0,36124022,0,0,0,0,0,0,0,0,0,258000,0,0,0,0,0,0,0,0,0,36124022,17378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92318000,0,0,0,0,0,,,0,0,0,0,0,243600,255100,0,0,0,0,0,0,0,0,0,38693895,0,0,0,0,0,0,0,0,0,255100,0,0,0,0,0,0,0,0,0,38693895,58605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92327000,0,0,0,0,0,,,0,0,0,0,0,243600,253600,0,0,0,0,0,0,0,0,0,39237920,0,0,0,0,0,0,0,0,0,253600,0,0,0,0,0,0,0,0,0,39237920,42480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92336000,0,0,0,0,0,,,0,0,0,0,0,243600,250000,0,0,0,0,0,0,0,0,0,42595000,2057936,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,42595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92345000,0,0,0,0,0,,,0,0,0,0,0,243600,250000,0,0,0,0,0,0,0,0,0,43213300,6253883,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,43213300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92354000,0,0,0,0,0,,,0,0,0,0,0,243600,249800,0,0,0,0,0,0,0,0,0,44228600,445945,0,0,0,0,0,0,0,0,249800,0,0,0,0,0,0,0,0,0,44228600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92403000,0,0,0,0,0,,,0,0,0,0,0,243600,246000,0,0,0,0,0,0,0,0,0,46780800,1662836,0,0,0,0,0,0,0,0,246000,0,0,0,0,0,0,0,0,0,46780800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92412000,0,0,0,0,0,,,0,0,0,0,0,243600,245000,0,0,0,0,0,0,0,0,0,48546171,0,0,0,0,0,0,0,0,0,245000,0,0,0,0,0,0,0,0,0,48546171,398929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92421000,0,0,0,0,0,,,0,0,0,0,0,243600,244800,0,0,0,0,0,0,0,0,0,51173000,3809,0,0,0,0,0,0,0,0,244800,0,0,0,0,0,0,0,0,0,51173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92430000,0,0,0,0,0,,,0,0,0,0,0,243600,243600,0,0,0,0,0,0,0,0,0,55650117,0,0,0,0,0,0,0,0,0,243600,0,0,0,0,0,0,0,0,0,55650117,4839483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92439000,0,0,0,0,0,,,0,0,0,0,0,243600,243600,0,0,0,0,0,0,0,0,0,62407579,0,0,0,0,0,0,0,0,0,243600,0,0,0,0,0,0,0,0,0,62407579,303821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92448000,0,0,0,0,0,,,0,0,0,0,0,243600,243500,0,0,0,0,0,0,0,0,0,65262700,1243765,0,0,0,0,0,0,0,0,243500,0,0,0,0,0,0,0,0,0,65262700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92457000,0,0,0,0,0,,,0,0,0,0,0,243600,240000,0,0,0,0,0,0,0,0,0,69280000,4249648,0,0,0,0,0,0,0,0,240000,0,0,0,0,0,0,0,0,0,69280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300059.SZ,300059,20241009,92500000,240000,70411900,1689885600,32786,0,,,70411900,1689885600,240000,240000,240000,243600,240000,240100,240200,240300,240400,240500,240600,240700,240800,240900,5016968,280484,4800,48120,86300,15800,18680,15600,30000,133128,239900,239800,239700,239600,239500,239400,239300,239200,239100,239000,10700,15900,2000,1900,5700,200,7700,5400,7500,10600,273200,213600,306315492,21728800,0,0,0,0,0,
300059.SZ,300059,20241009,92500000,240000,0,0,32786,0,,,70411900,1689885600,240000,240000,240000,243600,240000,240100,240200,240300,240400,240500,240600,240700,240800,240900,5016968,280484,4800,48120,86300,15800,18680,15600,30000,133128,239900,239800,239700,239600,239500,239400,239300,239200,239100,239000,10700,15900,2000,1900,5700,200,7700,5400,7500,10600,273200,213600,306315492,21728800,0,0,0,0,0,
300059.SZ,300059,20241009,93000000,237800,7643591,180061096,36067,0,,,78055491,1869946696,240000,232100,240000,243600,237800,237900,238000,238100,238200,238300,238400,238500,238600,238700,18074,170500,5874496,40700,182700,24520,37200,1770400,93960,75900,236000,235100,235000,234000,233700,233200,233100,233000,232800,232500,200,29900,21500,3100,3700,500,600,500,100,200,270500,214500,314561696,32555309,0,0,0,0,0,
300059.SZ,300059,20241009,93000000,237800,0,0,36067,0,,,78055491,1869946696,240000,232100,240000,243600,237800,237900,238000,238100,238200,238300,238400,238500,238600,238700,18074,170500,5874496,40700,182700,24520,37200,1770400,93960,75900,236000,235100,235000,234000,233700,233200,233100,233000,232800,232500,200,29900,21500,3100,3700,500,600,500,100,200,270500,214500,314561696,32555309,0,0,0,0,0,
300059.SZ,300059,20241009,93003000,235600,9991000,236623640,42395,0,,,88046491,2106570336,240000,232100,240000,243600,235600,235800,236000,236600,236900,237000,237100,237500,237700,237800,819500,100,2500,1000,83400,17300,800,5000,33800,3300,235000,234800,234600,234400,234000,233900,233800,233700,233600,233300,15020,1000,300,2000,1500,6000,2700,3800,4400,300,268100,215300,335426076,44138709,0,0,0,0,0,
300059.SZ,300059,20241009,93006000,238000,10451800,247058505,47268,0,,,98498291,2353628841,240000,232100,240000,243600,238000,238100,238200,238300,238400,238500,238600,238700,238800,238900,842641,119996,216600,126020,519398,2022900,253960,220780,1728136,1313888,236000,235700,235600,235500,235200,235100,235000,234900,234800,234700,600,47700,13400,72600,900,141120,135500,1100,1800,1000,267500,215500,342194031,50893109,0,0,0,0,0,
300059.SZ,300059,20241009,93009000,235700,8390220,199137884,51197,0,,,106888511,2552766725,240000,232100,240000,243600,235700,236000,236100,236800,238000,238500,238600,238700,238800,238900,124996,108900,500,200,7900,364343,287260,248880,1853828,1399888,235600,235400,235100,235000,234900,234800,234700,234400,234300,234100,118700,14400,1200,16200,1400,100,400,12200,27600,21700,267200,215500,343587772,54854589,0,0,0,0,0,
300059.SZ,300059,20241009,93012000,235600,5976584,141617744,54318,0,,,112865095,2694384469,240000,232100,240000,243600,237100,238000,238100,238300,238500,238800,238900,239000,239100,239200,8420,21400,7029,100,500,1158306,1380176,11631266,583660,597016,235700,235100,235000,234900,234800,234700,234600,234500,234400,234300,2800,2800,286116,500,5300,2000,10300,2000,15500,27600,267200,215600,343932766,58260705,0,0,0,0,0,
300059.SZ,300059,20241009,93015000,235200,5004062,118035489,56300,0,,,117869157,2812419958,240000,232100,240000,243600,235200,235300,235400,235500,235600,235700,235900,236000,236100,236300,3886504,11100,287988,600,269088,403824,1700,117104,9400,900,235100,235000,234900,234800,234700,234600,234500,234400,234300,234200,40200,60854,300,1000,3700,14400,4500,15500,27700,200,266400,215500,342916030,59170743,0,0,0,0,0,
300059.SZ,300059,20241009,93018000,235600,7590654,178475900,58200,0,,,125459811,2990895858,240000,232100,240000,243600,235600,235700,235800,235900,236000,236100,236400,236800,236900,237000,848392,882272,3000,16800,586824,10400,5500,7700,12800,53800,235200,233800,233700,233600,233500,233400,233300,233200,233100,233000,100,40700,4600,43200,800,900,23300,7800,2600,135980,266700,215400,338495248,59465189,0,0,0,0,0,
300059.SZ,300059,20241009,93021000,235100,4343876,102104685,59950,0,,,129803687,3093000543,240000,232100,240000,243600,235100,235200,235300,235400,235500,235600,235700,235800,235900,236000,31700,110968,1700,2000,32100,485544,841764,3000,16800,628646,233900,233800,233700,233600,233500,233300,233200,233100,233000,232900,2500,500,536824,97400,1800,39600,47300,41500,434480,3700,266800,215600,335937551,60987113,0,0,0,0,0,
300059.SZ,300059,20241009,93024000,233700,4499164,105540515,61826,0,,,134302851,3198541058,240000,232100,240000,243600,233700,233900,234500,234700,235000,235100,235200,235300,235400,235500,127900,2500,61320,600,20204,151808,262332,5900,2000,10300,233000,232900,232800,232700,232600,232500,232400,232300,232200,232100,308640,3700,30600,2200,16600,21500,8600,115366,115800,1530843,266900,215400,333856947,60388349,0,0,0,0,0,
300059.SZ,300059,20241009,93027000,232700,4266060,99470060,63317,0,,,138568911,3298011118,240000,232100,240000,243600,232700,232900,233000,233300,233500,233600,233700,233800,233900,234000,48600,45300,74000,200,26100,10900,10000,900,56300,2600,232100,232000,231900,231800,231700,231600,231500,231400,231300,231200,1052689,282900,28500,109600,13500,55500,92300,737500,110000,67500,267100,215100,331048366,59664789,0,0,0,0,0,
300059.SZ,300059,20241009,93030000,232700,3838449,89250391,64850,0,,,142407360,3387261509,240000,231800,240000,243600,232100,233700,233800,233900,234000,234100,234200,234400,234500,234700,3900,277985,33600,398200,8800,20500,86600,1100,2100,11900,231800,231700,231600,231500,231400,231300,231200,231100,231000,230900,5140,13500,55500,92100,737500,110000,67500,245200,882500,42000,267300,214700,328006095,58451940,0,0,0,0,0,
300059.SZ,300059,20241009,93033000,231700,3518195,81538385,66302,0,,,145925555,3468799894,240000,231100,240000,243600,231700,231800,232000,232100,232200,232300,232400,232500,232600,232700,74200,76420,11040,454169,82400,44400,24100,36800,49700,355932,231100,231000,230900,230800,230700,230600,230500,230400,230300,230200,208845,879800,42000,185900,92300,86500,181900,37800,139900,404300,267300,214400,327166310,57594945,0,0,0,0,0,
300059.SZ,300059,20241009,93036000,231100,5480476,126635403,68483,0,,,151406031,3595435297,240000,230100,240000,243600,231000,231100,231400,231500,231700,231800,231900,232000,232100,232200,10500,34900,25500,7100,10900,1048808,5120,153332,969876,116700,230100,230000,229900,229800,229700,229600,229500,229400,229300,229200,1406724,6134500,499700,50800,28500,29100,39800,28600,9700,30400,267100,213600,327487366,55018024,0,0,0,0,0,
